"G1_cell1"	"G1_cell2"	"G1_cell3"	"G1_cell4"	"G1_cell5"	"G1_cell6"	"G1_cell7"	"G1_cell8"	"G1_cell9"	"G1_cell10"	"G1_cell11"	"G1_cell12"	"G1_cell13"	"G1_cell14"	"G1_cell15"	"G1_cell16"	"G1_cell17"	"G1_cell18"	"G1_cell19"	"G1_cell20"	"S_cell1"	"S_cell2"	"S_cell3"	"S_cell4"	"S_cell5"	"S_cell6"	"S_cell7"	"G2M_cell1"	"G2M_cell2"	"G2M_cell3"	"G2M_cell4"	"G2M_cell5"	"G2M_cell6"	"G2M_cell7"	"G2M_cell8"
"Gm12334"	6.35144458860641	6.5648110340847	6.10091248957181	6.31280310580196	6.36511684189215	6.21615411065226	6.39403561081865	5.96909982467587	6.14330361482619	6.23938085561158	7.00052964235225	6.30883774322641	6.31421071237288	6.3660353954499	6.4821222363974	6.30836087519861	6.16576926983717	5.80444857279195	6.39403561081865	6.22904181007474	6.19072546785642	6.150242833753	5.8835597252632	5.6631908907099	5.64056887347502	4.84707990271043	5.81311675732124	5.4184733307375	6.05249632180997	5.5650396078364	5.54830406329247	5.94793961648962	6.13796658732359	5.2766864814476	5.74295206284818
"Gm7860"	4.43715448351983	4.72341657844079	4.50903704235289	4.6383750914369	4.3438910086789	4.54743748992732	4.6584171592642	4.72021278718112	4.55104221907624	4.38212769734158	4.95528490164626	4.82259759743482	4.72697831212446	4.78844558943111	4.82441146243387	4.95382395394117	4.42835012196363	4.53875542062003	4.6584171592642	4.6833989028569	4.5061449029796	4.4966285196642	4.5357481609153	4.54885580850468	4.69505842982458	3.8596813778712	4.56595658634934	4.10183493896403	4.76205110282712	4.18341505283612	4.39458273556305	4.48627673635283	4.0409187249706	4.25488877982811	4.31409467305823
"Gm14336"	4.97986072487788	4.96963402484586	4.78409561522172	4.75074583715273	5.16858989094565	4.43973615532235	4.60759071519839	4.45762712179055	4.40996789876922	4.53988462987339	5.20231192528411	4.96110467972905	5.20002168990687	4.93752330537567	5.19170871302126	5.08032082465174	5.02058220568215	4.62626974150515	4.60759071519839	5.07898548761891	4.63729723809523	4.60051359213914	4.53943801538737	4.7383787429764	4.31059460585948	3.75912386826799	4.51482291779079	4.41621146543446	4.36175432535244	4.44573332363142	4.35135270958208	4.22645458187008	4.79500841936435	4.33757552094271	4.24461310367614
"Gm12270"	7.49809126854089	8.06587384676891	7.56778879672772	7.39860689658984	7.93713249252654	7.56887576165969	7.57435132344683	7.45692111351686	7.71657942079634	7.70912517955701	8.4017797726077	7.72425462221173	7.86142194464707	8.30340632936322	8.01456730714548	7.79739565642829	7.86375884551106	7.44915690111743	7.57435132344683	7.76607830660554	7.62657785070549	7.59301008893348	7.18605479680465	6.36687295630827	6.7068482309446	6.65490950608283	6.75547514711243	6.97805831080144	7.31725883870025	7.18471668730744	7.12596099656134	7.20953134703709	7.23966535228573	7.08152071999418	7.1853016434014
"Gm15516"	7.95674785564435	8.37967294138836	7.93309457191176	8.09222858438678	8.09279941707818	7.96407512170942	8.14776459222543	8.1446123613413	8.58859471828353	8.04215182861815	8.29881866719158	8.34657578323084	8.02199599370452	8.51947900230724	8.60855053953069	8.12653412669966	8.33397376368965	7.92762390839119	8.14776459222543	8.07009947164665	7.97127913142573	8.07768095449408	8.06633141369273	7.77090170741443	7.41547136964985	7.25877329600305	7.9287552272424	7.38297844294309	7.78299165864429	7.80569228883693	7.77481999746811	8.10625932097043	8.06321709297742	7.73336112017986	7.89182622412974
"Gm14845"	0	0	3.98003444276389	3.65992455840238	4.93099274292835	0.441704435097901	3.88390424478572	0	0	0	4.39850087127264	0	4.26807502253432	0	0	3.15520520559532	4.64937403172543	3.95205394721174	3.88390424478572	0	0	4.91667727019492	0	0	0	5.43424123325194	0	0	0	4.9452050257104	0	4.85265809001418	0	3.62759516579246	3.69267268533148
"Gm9153"	6.44987166923685	6.69817679729563	5.98866196698633	6.32872518519114	6.29017555289887	6.26737099483006	7.00617457707074	5.99521992514868	6.30994012450504	6.29385417095825	7.08431943591921	6.4574613229828	6.4474205045905	6.45653841116924	6.53356023358455	6.38573990653503	6.46227813133611	5.90017849638434	7.00617457707074	6.48036692154027	6.37196303938391	6.2288917851929	6.08445763477299	5.86622058133523	5.73288511724523	5.11059710271198	5.72635986692661	5.55814515898958	6.22023320438219	5.72270918552843	5.60783331970639	6.09646005818354	6.22634860683149	5.42562378733064	5.86672008924145
"Gm8692"	3.78434693210579	3.15709708240535	3.66184079130537	4.08216607676669	3.09610664365297	4.29099199210852	3.34741479262286	3.70223641886473	4.53238553871162	3.34317043323933	5.56780400468265	5.11637723382049	4.48742846545121	5.59387959545721	4.33865973388237	4.57001961065564	4.7947329644631	4.10613052513415	3.34741479262286	3.73780571936481	3.2344001505544	3.38587275177951	3.09227848840158	4.33779670947147	2.47130973954551	2.89668841651042	2.47188197231848	3.21421808003414	3.50729991708444	2.76887241884209	2.35228112526692	2.55231312479011	3.85483348395161	3.08924728449665	3.09513114151111
"Gm12366"	8.86299992278029	9.28191843899693	9.18912280365924	9.19802752034946	8.90773793006491	8.96949301061208	9.14134593068304	9.37293904257669	8.99608645841827	8.88124552601581	9.47642421922334	9.34765901322772	9.24398794804247	9.32498607025263	9.3506232121996	9.29423245546141	8.85494939625787	9.10089357213746	9.14134593068304	9.13353527076865	9.01458125435376	9.04380380517832	9.00852946713132	9.14080421350427	9.07875658576108	8.45463242207928	9.16909822054757	8.58745500653756	9.16045384600768	8.67249252473509	8.86126684383256	8.87835444468336	8.52412637847583	8.78606374707549	8.75576887985047
"Gm12176"	3.29919629357994	3.61755709143187	3.46923479366766	3.50238152545689	3.22286328137075	3.31767887723024	3.5648902770864	3.57922843028578	3.48225456546272	3.31718972503843	3.84053373033412	3.68754225304248	3.72690749043379	3.56236455196523	3.60442720782333	3.76771835168512	3.47161669261754	3.60804038884252	3.5648902770864	3.65300267514463	3.48595485996189	3.58197784576311	3.47651130394043	3.7052812600461	3.49762513842628	3.02434450411773	3.5008147976567	3.06690376016134	3.60579061772205	3.11170741723946	3.38738460022455	3.3193028882665	3.01440350104056	3.1785154701886	3.22475341675489
"Gm8172"	8.69498463122745	9.63044187623943	9.03499149244279	8.95062587954614	9.1027316078489	8.92999806260903	9.25986564046138	9.00828294453698	8.92517461617172	9.09958451396256	9.16595463645095	9.04573509304602	9.15736967468516	9.15677833579042	9.48907925470789	9.05170652369756	8.94257021809637	8.76991716488748	9.25986564046138	9.31231347740788	8.94897747348298	9.26189040992766	9.17735226048603	8.71926559617447	9.15756168133832	8.76514683732465	9.10975231576963	8.42283427867529	8.96900654962232	8.53024245168088	8.74536844359032	8.83249131966022	8.93765924105194	8.29109240249433	8.70524185656955
"Gm13586"	5.34771525694775	5.71769835460578	5.05899611676533	5.06267867951488	5.39598476001073	5.27804423865215	5.34212446123679	5.47653722581771	5.22301316189177	5.40209454439029	6.1286707721565	5.04270999254564	5.25891459401016	5.71673305133873	5.59197556024707	5.66266695151186	5.56780096310449	5.32395365879414	5.34212446123679	5.15294594716629	4.83433198833865	5.05914325370892	5.07432132001349	5.59962724954213	5.10064972522292	5.02961190035911	5.67526550237103	4.6346281157312	5.28748337681842	4.937372643082	5.0489946568687	5.07980048882457	5.29767565814073	4.79448864912883	4.98438883553862
"Gm5903"	0	0	3.19510660402327	0	0	0.206273126488704	0	0.0193311422074767	0.812425113241234	3.64722239519128	0.0356412219673388	0	0	0	0	0	0	0	0	0	0	0.0207651676949534	2.48661398576189	0	0	0	0.0793050570978074	0	0.0166159808889999	1.86242758591709	0.399008080583192	0.553371317363248	0	0.699229122155075	1.71463238286167
"Gm11703"	6.99642264395919	6.97125613587215	6.76198995776935	6.61586059680652	7.21166445265603	6.47524704728784	6.42568923946204	6.48981425034215	6.55159753220909	6.6165929509786	7.25350715314343	7.03829350301871	7.02597004970865	6.91094847447332	7.23418514072857	7.00697118436404	7.02796127118306	6.56121614280423	6.42568923946204	7.09983169622364	6.59051070294336	6.52733155630177	6.49173927923138	6.59902761854765	6.29820373637127	5.84476726788137	6.4506834011444	6.3547853609566	6.5167558513509	6.34063169616459	6.34352863406535	6.23223287287334	6.726599648074	6.26121674290527	6.12323163416906
"Gm14822"	0	0	0	0	0	0	0	5.161585410132	0	0	5.727147180589	0	0	0	0.236797503778256	0	5.49280816484673	0	0	0	0.486075893909576	0.578561993743149	0	0	6.28348660230036	0.249976810312585	0	0	4.61100708636438	0.215667415289793	0.220230882290525	3.46388398047101	0	0	0
"Gm15531"	1.72438397061367	2.33350674355169	1.4382023475755	1.76697248154893	2.21952169545171	1.87693140093883	1.56174159235378	1.9643025109459	1.9955822027581	2.4331036695672	2.28568333204469	1.96499739735373	1.8143986607776	2.55982216355741	1.63207739482665	1.77363349652696	2.1567622601186	2.03760010346077	1.56174159235378	1.59958440576879	1.37951561153065	1.62972497033097	1.4213121813158	1.51283873256436	1.56400738610202	0.901899866439952	1.77005094352879	0.863779111018959	1.59268904583488	1.54968395488685	1.36365890316131	1.5157729960465	1.93089626177107	1.12775872601445	1.35593528063776
"Gm11249"	7.99634919834414	8.41126098395114	8.30994921655737	8.31700100254881	8.01067355690047	8.09034005633474	8.30050357204812	8.49296274316284	8.142729962791	8.00995175194207	8.61470248340745	8.47284921227129	8.31711861773712	8.45948489900437	8.45425816131464	8.40916178402159	8.01129994752805	8.23391202055143	8.30050357204812	8.27101941268856	8.13152775198957	8.17084142279234	8.15097085917043	8.25056845377349	8.17922737994108	7.57838023977816	8.25782624221637	7.6748278321868	8.29547967777941	7.80094518560096	7.95521398214633	7.96297695589407	7.63570361169703	7.87420063689852	7.85534193327834
"Gm16424"	6.17075631527692	6.45889378661077	5.81942805491961	6.09529785058415	6.13031520506381	6.02743054745513	6.21885864664023	5.72900887033786	5.99204554284761	6.09252248572094	6.89060476759615	6.15917504319879	6.20753955107666	6.21254404866753	6.34758239423859	6.14831997453401	6.10622476711856	5.72805655144938	6.21885864664023	6.19186857509742	6.11923995986992	5.99791108905152	5.78734365161633	5.6293595346121	5.44324526945448	4.73743259109464	5.59500230609532	5.31460590126222	5.9259922999776	5.44526983054912	5.43725437631546	5.81661250540505	6.03294496078301	5.22553715812901	5.59330894753003
"Gm7689"	7.82162731380415	8.36640964765943	7.82484421112824	7.6433006452348	8.17152210223213	7.70775254072057	7.8688102108074	7.78432075530626	8.02182947637493	7.80659473067343	8.84107052344973	8.38202304865267	8.34570240463721	8.65655357382231	8.39771741052135	8.01875099673144	7.83888245341824	7.84564058518177	7.8688102108074	7.84016736292658	8.01121607169742	7.81718194020627	7.34390521759351	7.11575116474603	7.51811806933752	7.01486853685061	7.44201456555989	6.98454378125868	7.59014537916347	7.49821894914287	7.62578188906539	7.65915392607313	7.85813644957963	7.31882296133347	7.5238520340475
"Gm12919"	1.22224196100804	0.0988143380890088	0.916987134394656	0.570836914596422	0.63815912169202	1.06621321383469	0.0696030509696493	0.052527187450653	0.0135539604848008	2.01013173339263	0.769168304232595	1.47339209675656	1.99231887785737	0.136216065481671	1.74515986991378	2.68569127049312	2.39188317492398	0.218833234033979	0.0696030509696493	0.0121755919288171	2.36137535393791	0.742629734410556	2.82946397800267	1.82930971640653	2.00663913112359	3.25428715048914	1.57087090829606	3.03602147577504	2.23466992147767	3.54052329643822	3.88292666999792	3.3586170944318	3.89630091557381	3.56783746161922	3.66046090384213
"Gm13246"	0.196732928222195	1.0037029699742	0.320527423904155	0.757851917870342	0.178077197205771	0.444751866409374	0.625089965832537	0.602898657487965	0.456555955282443	0.429512059638656	0.405716860281778	0.0390381389141949	0.497922968244318	0.267989958286098	0.89357034771207	1.1005202173461	0.394419751821051	0.667180023213547	0.625089965832537	0	0.657055492437258	0.632342675257517	0.352360797039276	0.683895835578588	0.603087677847284	0	0	0.44825820096533	0.874771003054909	0.189990241903207	2.47435297070079	0.163606930353569	0.56999069900684	0.113891556937715	0.672460645135848
"Gm11826"	7.55558611519176	7.78011321128587	7.36711766308899	7.5578006421122	7.8061758100222	7.32576416592727	7.44767010595226	7.51660616517673	7.5228796508876	7.56057740283931	8.5900742500461	7.91728852905107	7.22539062468305	7.90931108939336	7.67870576269163	7.87078390339204	7.66850919657105	7.2596773642067	7.44767010595226	7.84526422013336	7.52527805572166	7.48346110472283	7.09980014339942	7.74733368699831	6.99850017034069	6.86957533714615	7.2749604721406	6.72343569235508	6.99630964915651	6.94537360204972	7.22699974857015	7.37083559143651	7.3428924820384	7.00690388245025	6.92545355895554
"Gm11539"	7.81472985198525	8.40698727196419	8.00826053130306	7.7771566660045	7.57964781355809	7.77920718135888	8.25397508873344	8.01550425975675	8.17388696759473	7.61353165291793	8.17858518316177	7.77926628761453	7.90889695044211	8.09215457101679	8.4979555955188	8.26016212574683	7.83047717827027	7.77072335021641	8.25397508873344	8.01811113799167	7.85316605859857	8.20233935469714	7.91115826130396	7.55376750957473	7.64557197618283	7.44527148614654	7.8721885138886	7.35918730476091	7.72670862633164	7.48371905703622	7.63454970815526	7.4896232115786	7.94597633545095	7.40748022209666	7.60547211010919
"Gm7643"	6.19368107938415	6.48681410987362	5.84782156837817	6.11771789624083	6.15207387393417	6.0509783088346	6.24233383326287	5.75063330055705	6.00958455597346	6.12150243560398	6.90959311598834	6.17440442099979	6.22867441377784	6.2354781658175	6.37440659257589	6.16748036855427	6.12998358441221	5.75053415390162	6.24233383326287	6.21557376834823	6.1492776592511	6.02265410409786	5.81246228586355	5.64788433638064	5.47590200570633	4.76979818136491	5.62043685504372	5.34185057716001	5.94925477085653	5.46125023497295	5.46765771438434	5.83843498593063	6.06100929208174	5.25584437088091	5.61735726159132
"Gm13196"	6.21278136987029	7.09798995986264	5.83620187743332	6.60834354360849	6.18446875299652	6.66610325527302	7.08088146835385	5.76467258459178	6.44242270503043	6.92912819028488	7.43838434801725	6.33350602797015	6.68229237143083	6.80466023503974	7.01080221288249	6.62639678976389	7.10430520536485	6.48544292858754	7.08088146835385	7.46716533867893	6.92687710738708	6.44897030981637	6.52288749530925	6.30923804504992	5.27618025045302	5.80430400511691	5.02898457440859	5.63504041137665	6.02118876049338	6.04389783434957	4.88944920536496	5.43684810247715	6.39542274268075	6.0553713808746	6.49527303583523
"Gm6433"	6.7594355020004	7.16129315341585	7.07239525394811	7.04681843205341	6.77939105953591	6.86040417908167	7.05624752510224	7.23940758923086	6.89327725818461	6.76940149873686	7.39874369193819	7.21690103049311	7.17603348647498	7.23370594830223	7.24534353596357	7.25893343269889	6.82023003036234	6.97637509292234	7.05624752510224	7.05925792356872	6.94304222407007	6.93959096738324	6.95024676706508	7.0462946014151	6.99532622076873	6.3300761064944	7.04920599877838	6.48722424537454	7.08943459085814	6.60563211342053	6.77860284514321	6.81144534128686	6.42933476189474	6.66884244717604	6.67433352879799
"Gm12618"	2.8372953970029	2.85095740298151	2.70944283863913	2.66688835958743	3.20578347666268	2.49643166993568	2.4200700291011	2.51243676377723	2.49538305653516	2.58378141195127	3.09149504998469	2.93354997795153	3.06751137414543	3.00554730399849	3.40262395674452	3.02835874382732	3.06684177948042	2.38148827049223	2.4200700291011	3.07890182793431	2.70069272247007	2.51891779267471	2.59328205279138	2.73455789220565	2.10332306220192	1.88007031434759	2.4011198085189	2.40806780255241	2.48494498962209	2.41429792853919	2.45251373062415	2.2843246042055	2.65038086148633	2.27064853908483	2.12166198141214
"Rpl35a-ps4"	8.18580709236762	8.21124100453439	8.10041529903242	7.96416178341951	8.18362545748352	7.73688218594811	8.4447788621007	8.29400954160312	7.7894684369412	7.83093979278601	8.69438226568847	8.16206397861052	8.10912022952437	8.56659066659011	8.41722383535046	8.17438144920644	8.06927252457654	7.9849196833263	8.4447788621007	8.05619332369785	8.17013037049339	7.93487618695048	7.62689903194856	7.32043954796245	6.60263948599368	7.03869955130559	7.51996642318874	7.23340876904581	7.665357237644	7.73112213214843	7.54501078369255	7.61875989360985	8.00913998945728	7.4882418427773	7.37384828179527
"Gm11263"	7.52671831652851	8.45806615035619	7.79945648305064	7.78474606945913	7.96663234004227	7.70553562852121	8.11833376750901	7.7695932422926	7.7621826888357	7.93402694956698	8.16600235570795	7.91520417100207	8.03948388852728	7.94094780302814	8.3382639479338	7.93761510749628	7.81514629647449	7.64656591011183	8.11833376750901	8.15423078732679	7.80181180896941	8.05851673573246	8.03234884017599	7.57062231087874	7.97673594782788	7.57178297580052	7.93254548548775	7.25873561419715	7.82772377312081	7.36029403651615	7.60191189453533	7.71174955839434	7.77677515899975	7.13032344311585	7.58894694698765
"Gm13321"	2.86451897872794	3.51798111829253	3.0331163687251	3.36196903164008	2.97078004557285	2.69303191409031	3.15025908379569	3.20704478488821	3.02002208249841	3.03858191880363	3.39193540151717	3.08404895308533	2.48217452396636	3.34973043479325	3.13207995676758	3.23887549702558	3.18121229956475	3.11411711386654	3.15025908379569	3.55178668981222	3.46241883721843	2.88743753661878	3.08592257885578	2.67968501802275	2.47059412925316	2.51111377392105	2.55991758402247	2.47227720060393	2.78491851497803	2.61784385766157	2.55564684928105	2.8454338474689	2.68701588345034	2.47089342764932	2.65857939449191
"Rpl21-ps15"	7.57564512882356	7.51413015235394	7.36583248918298	7.21941056308346	7.783626896998	7.03013740717437	6.98314182822712	7.0829792836922	7.15306556260976	7.17884408757345	7.82511143225383	7.61081077551923	7.58785250827338	7.52117640172756	7.84167755750436	7.58516536544769	7.61980180501707	7.11089563590261	6.98314182822712	7.68664759054108	7.20428746784494	7.11231438959127	7.08391539411715	7.21260824595942	6.87784238913076	6.44185194124683	7.03259679456199	6.92996848372988	7.12136774034258	6.90792415673931	6.96262999295107	6.80035636084627	7.35253785321158	6.8499992594661	6.7166891585674
"Gm14586"	10.8414149601285	11.3250299336263	10.9989429514431	10.796461482699	10.8567834344529	10.1902074151493	10.8864434532033	10.8818022511474	10.5471066053245	10.214003344906	11.6652515206102	11.0967019791312	10.8605516133795	11.2135113254984	10.9606174085871	10.8415486234483	10.5605143539567	10.6179540976439	10.8864434532033	10.7191492075623	10.8118884166288	10.2574821334048	9.94662267734621	10.0335331267267	9.39815366933085	9.08970999722072	10.0952123882126	9.73344586206725	10.0755593712636	10.1163049689527	9.86824690491822	9.9077709720355	10.800810941766	10.0613036807835	10.4166181030206
"Gm12469"	4.9720768501913	5.4986274511503	5.2910767426189	4.91435881954998	5.63633460244218	4.77323153624779	5.82505035750296	5.16585969555097	5.33099573134076	5.16272968037498	5.70038145428026	5.31965767134684	5.21798289332576	5.36617531418116	5.44003527726593	5.35122548281074	5.34418936650199	4.81774603484361	5.82505035750296	5.41244621217488	5.43574192516297	5.08629123673683	4.92891508035272	4.93340267726354	4.54010788528026	4.28045157913578	4.53717801227899	4.58820491820984	4.61979447024304	4.71160503183932	4.75334780613591	4.9089617800391	5.27468285180876	4.62013476448673	5.2842587074174
"Gm13436"	9.72375137662848	10.3300989697725	9.95863391005298	9.7460792636782	9.54411826711815	9.68036655674479	10.1509023368757	9.98545773628299	10.039001269933	9.49715726054694	10.0910386236936	9.71353258148944	9.79272198017894	10.0038692319791	10.3956733643454	10.1149265646589	9.69058820287405	9.68134384239848	10.1509023368757	9.88600592479283	9.65472552296309	10.1545016938648	9.8455778644917	9.47915981217512	9.51635008702791	9.31041737980758	9.76076152309252	9.24082471645433	9.60428634750941	9.45240805205476	9.44145028021683	9.33479841564884	9.85796544876104	9.30949227001066	9.45152640929216
"Gm5054"	0.796217304160234	0.972900681143851	0.448692722988335	0.729875532604004	0.706149467166912	0.460876737361494	1.12756064794131	0.70589830251889	0.707413470269821	0.885757081157437	0.946522767716491	0.663664322509588	0.797055323946801	1.09104306803927	0.881998925649146	0.840963482834047	1.07295641380849	0.616048044284267	1.12756064794131	0.979892178509099	1.38774301802229	0.923264819685362	0.632953100359131	0.814016312112503	0.854119358459298	0.276962302572339	0.713721325688651	0.566191677654459	0.751103752342411	0.567162819883458	0.633868254010197	0.897286126331442	0.799115496391335	0.62313924553247	0.870027706120083
"Gm13841"	8.84802821470137	9.29130195211784	8.67211060210612	8.67570656780807	8.95896444098816	8.80310430912609	8.96753753607086	9.04095542666279	8.8481315267643	8.99462780570689	9.68916110534997	8.60924893158358	8.76394597911992	9.25553141841684	9.23250487207618	9.27237784533279	9.19466083568679	8.91654531413193	8.96753753607086	8.61786412893662	8.41796640736711	8.61679141669113	8.58845605148034	9.08249237256474	8.67336208236651	8.63081679178758	9.27047755012648	8.22470113932789	8.84794681210744	8.50986999346582	8.61562228095169	8.57833117435938	8.82677726660172	8.33923984541754	8.51170126919332
"Gm12034"	6.39328404805661	6.8746863255335	6.44552642547618	6.27247676021649	6.41591918985946	5.68636885774399	6.36771003120032	6.36697433986762	6.03157384577278	5.94655308520728	7.13088969643525	6.61810941816658	6.48588725679497	6.73342213484052	6.48076435552278	6.44213901056063	6.28371253673047	6.17210542915856	6.36771003120032	6.35432697018038	6.42310414157437	5.86010119310503	5.49262873712027	5.62820200213812	5.00650898130405	4.6248787807419	5.62765060855307	5.25263515918751	5.56000871690766	5.69124381007553	5.39281541010953	5.52253916188641	6.28227669562747	5.53862817406665	6.03382601881702
"Plk-ps1"	1.01973749217996	0	0	2.20524861168512	0.120675216481506	0	0.222366864797937	0	0.973373959758426	2.94503642967095	0	0	0.751174896159668	0	1.32965177001994	1.22168532751427	2.51881710417423	3.05407570774206	0.222366864797937	0.0478037309087647	1.54302563173777	0.782134259038533	1.1602296456214	0.271983760831717	1.12760686859093	1.48947100460938	2.86842798930804	2.70077704738754	3.23053505329598	4.39000038108919	4.24794269962725	3.44521287684106	3.58232717680635	1.77594391375777	3.55204501135158
"Rps18-ps1"	8.31328667193243	8.68290331541511	8.18758961577716	8.50271248596606	8.13057056280543	8.05553732526506	8.42918493233266	8.27732460048983	8.10294676745957	8.32704508542485	9.05940124807765	8.47757210023408	8.35095685610942	8.52415381004955	8.45977175946998	8.36267589818694	8.47517407559095	8.13258712409746	8.42918493233266	8.59581691855585	8.24447800927025	8.4858293087019	7.92291140625819	7.99361209720293	7.86214759491669	7.37715846225953	8.09556053654704	7.67270819562222	7.80139796424217	7.71511774094991	7.86840280061408	8.06627758982163	8.25753399066982	7.61080339489125	7.85292894564539
"Gm6136"	10.5582102251631	11.0268899483931	10.5385672624457	10.575624331189	10.3669559864755	10.4553991477514	10.4273757052945	10.6981576931342	10.6132185340798	10.3754847729707	10.7344132615821	10.8433243837263	10.5841545155641	11.1672236825251	11.0487184495103	10.8100172634446	10.5442206834254	10.5042628520851	10.4273757052945	10.9447632974005	10.3157156580222	10.6611367574454	10.3858192701002	10.4885130005717	10.4560771445789	10.3079407549299	10.4850141670376	10.0489091308536	10.4684305845999	10.3942911902068	10.3659833597101	10.3538084604745	10.3081000782078	10.3165870112935	10.1997091478119
"Gm12380"	3.38890726128662	3.70737017659394	3.44950591067139	3.33016684019333	3.83713591392318	3.11960020262729	3.94009155920533	3.50684309896981	3.66894736972996	3.69796281623566	3.96461118532067	3.76708269118801	3.68757584458207	3.84993922929732	3.7402475961591	3.68854965915442	3.76188095362998	3.02411219706933	3.94009155920533	3.59568267343329	3.47926937062984	3.4051755086353	3.36047524881697	3.06782454825625	2.80479908925535	2.81112572885837	2.9235238331043	2.6993406318278	3.00509452806396	3.04300321568505	3.16138789138834	3.25615319737458	3.57933705923515	2.87886264106876	3.21477293973448
"Gm12944"	6.40852166270561	6.24117663528179	6.04206644332793	5.93958861677719	6.48364812474766	5.78463746268901	5.72000204990983	5.76135708714596	5.80051167862158	5.99355662288778	6.65975334234416	6.3151042649976	6.31489406710565	6.27195971505683	6.60452654314361	6.38008697652826	6.32563466234912	5.75965387185191	5.72000204990983	6.51213363305381	5.90075090481142	5.88386271133238	5.74222723465524	5.82308185757114	5.59892195053566	5.24460549305996	5.73471232950976	5.59242713654287	5.94157351444399	5.67351119773139	5.66912316879688	5.69746803720099	6.05561215668669	5.56065076534344	5.58483625938194
"Rpl36-ps10"	3.60465255572293	4.70163776720817	3.64263226536272	4.18904964332786	4.26198205698432	3.51624212661881	3.06017884629297	3.68641088121107	3.75920910811356	3.82377992555739	4.81217987315628	3.97729824332063	4.27604994167305	3.8991659609103	3.64368305598158	3.69398867721952	3.52209342350473	3.17996321493772	3.06017884629297	3.79431188458201	3.98032697298222	3.81304234219461	3.62796863374996	3.58602008934936	3.61459206828422	3.53858782525494	4.09685217107256	3.39629103581496	3.40215049662903	2.96280811101812	3.28076186343276	2.63784669622617	3.22344417475207	2.81890780956276	2.99351314764789
"Gm11949"	0.247345458423681	0.403490245659941	0.784038225059965	0.0832115978610606	0.928153499747667	0.408844441600199	0.770711511802791	0.0857993547654479	0.773418287629263	0.431188615051204	0.200661282410257	0.752940367199862	0.508128419021696	0.594691856509486	0.617904024324298	0.788154467202953	0.248459542008482	0.792523889972985	0.770711511802791	0.364014295507208	0.782118319172521	1.45300125090659	0.866843900888356	1.3500502252547	0.641857654550203	0.39555421952251	1.30418975815458	0.708104226236261	1.00700887206442	0.521830687255151	0.90586611082199	0.559505518131001	0.620807841282109	0.613315703969473	0.727428221046533
"Gm11975"	2.89736822913888	2.8772338185604	2.84635891892583	2.56716817542511	3.22710490543912	2.43430529466448	2.33082224855386	2.56567515726236	2.67537786335903	2.6437777050297	3.08611626340493	2.94681693276318	3.07907938556817	2.84010264093868	3.22076641245908	2.92254991438289	3.03329260244387	2.6511527480682	2.33082224855386	2.97395285351069	2.74694474771839	2.65132269141982	2.78070484367712	2.6729706342088	2.40657476425254	1.81723439367953	2.56684924260491	2.49892226666697	2.36675303483202	2.41546122871489	2.33530316504012	2.29216626435787	2.56124058656223	2.33635194995996	2.25730637055464
"Gm11702"	5.73388305111542	5.09498340851226	0	5.0610200963987	6.82232226130316	0	0	5.2226654770558	0	0	0	7.02307788812136	0	0	0	0	0	5.03173042158449	0	0	4.72904151012793	0	0	0	0	0	0	0	5.25208634617006	5.39433921349492	5.11938522986937	0	5.45628376752885	4.32256274109343	4.94949291216115
"Gm6654"	7.25485855318426	7.8681126050203	7.20040822602594	6.59428876939859	7.40692776659021	6.96593431714479	7.28162407363973	7.73302888397278	7.28917971956701	7.52858694589878	8.22395342272095	7.57859157943086	7.4032677223393	8.00352353390005	7.36862868162898	7.63378719008901	7.53922086117324	6.79450684424981	7.28162407363973	7.79941115061528	7.06990620179181	7.06293118700051	6.85631347028994	6.48199312317196	6.50853640692463	6.09506360830302	6.9350117827454	6.44473994177138	6.95554529744886	6.83358588339618	7.03614063628996	6.77994255349205	6.7610857718691	6.77626193873743	6.43534689434517
"Gm11599"	5.95297648483727	6.3926128015232	6.27128186258959	6.22826266487231	5.9741483980531	6.06153860848151	6.24325206782406	6.44592364373198	6.07315184681736	5.9845118820296	6.57270174212147	6.394250026116	6.33747026610612	6.44206766340649	6.48266277256222	6.50538443709313	6.02986142956231	6.17772448999373	6.24325206782406	6.30253839996594	6.15392488029379	6.13674508981854	6.12538247222641	6.2310713823013	6.20465330216977	5.49089097889429	6.22938796180987	5.6990796145877	6.25944386752201	5.74975414123574	5.98224523206631	6.03876758065122	5.59485007474207	5.89882264917244	5.86160308128911
"Rpl17-ps4"	6.84888579366998	7.26559629484297	7.10645301663509	6.81394789301251	7.42430068209626	6.56088763962607	7.43136387976585	6.99377624339611	7.07137654914708	7.04470011312651	7.47514975087177	7.17603348647498	6.92358895948528	7.27213519519758	7.16264308602844	6.957519985215	6.88359638018711	6.46405067703709	7.43136387976585	7.041012942362	6.84252634775862	6.65477348969511	6.72729424347095	6.30242507380457	6.18070086253625	5.96783030595058	6.22846470588863	6.0010838682453	6.40874072822614	6.38445740729211	6.52385987318377	6.57351086341105	6.99582367063417	6.31813423303794	6.72881845684337
